event_id,timestamp,citizen_id,cam_id,event_type,flagged,severity,duration_seconds
EVT-202603-002267,2026-03-23T13:35:28,PR-02858,LOC-008,ANPR,N,0,1
EVT-202603-002268,2026-03-18T18:31:29,PR-00543,LOC-024,ANPR,N,0,8
EVT-202603-002269,2026-03-16T11:49:03,PR-02615,LOC-013,Smartcard,N,0,7
EVT-202603-002270,2026-03-23T07:40:38,PR-02028,LOC-011,Smartcard,N,0,3
EVT-202603-002271,2026-03-11T00:12:24,PR-02006,LOC-010,Biometric,N,0,6
EVT-202603-002272,2026-03-06T09:12:35,PR-00803,LOC-029,Biometric,N,0,8
EVT-202603-002273,2026-03-31T12:54:12,PR-00479,LOC-004,Biometric,N,0,1
EVT-202603-002274,2026-03-26T07:36:22,PR-02654,LOC-027,Biometric,N,0,4
EVT-202603-002275,2026-03-21T09:36:09,PR-00726,LOC-030,Biometric,N,0,7
EVT-202603-002276,2026-03-06T03:04:11,PR-00024,LOC-018,Geolocation,N,0,152
EVT-202603-002277,2026-03-09T03:56:19,PR-00838,LOC-019,Geolocation,N,0,38
EVT-202603-002278,2026-03-02T05:35:57,PR-01837,LOC-014,CCTV-FR,Y,1,6
EVT-202603-002279,2026-03-08T16:57:04,PR-01615,LOC-025,CCTV-FR,N,0,139
EVT-202603-002280,2026-03-29T00:50:13,PR-00259,LOC-016,CCTV-FR,N,0,24
EVT-202603-002281,2026-03-25T02:32:40,PR-01053,LOC-012,ANPR,N,0,2
EVT-202603-002282,2026-03-14T15:43:39,PR-01746,LOC-018,Geolocation,N,0,23
EVT-202603-002283,2026-03-28T22:22:57,PR-00937,LOC-005,Biometric,N,0,7
EVT-202603-002284,2026-03-20T04:44:33,PR-00683,LOC-026,Smartcard,N,0,3
EVT-202603-002285,2026-03-16T02:41:57,PR-00983,LOC-022,CCTV-FR,Y,1,155
EVT-202603-002286,2026-03-23T09:38:10,PR-02636,LOC-028,ANPR,N,0,6
EVT-202603-002287,2026-03-26T18:07:33,PR-02269,LOC-007,CCTV-FR,Y,1,35
EVT-202603-002288,2026-03-18T00:41:42,PR-00193,LOC-020,Utilities,N,0,5
EVT-202603-002289,2026-03-31T21:19:47,PR-02176,LOC-018,Geolocation,N,0,109
EVT-202603-002290,2026-03-03T05:17:45,PR-00090,LOC-014,CCTV-FR,Y,2,120
EVT-202603-002291,2026-03-20T08:30:19,PR-01545,LOC-001,ANPR,N,0,1
EVT-202603-002292,2026-03-12T08:53:55,PR-01560,LOC-030,Biometric,N,0,7
EVT-202603-002293,2026-03-24T18:24:00,PR-00898,LOC-030,Biometric,N,0,8
EVT-202603-002294,2026-03-05T20:23:57,PR-02368,LOC-011,Smartcard,N,0,2
EVT-202603-002295,2026-03-06T23:58:29,PR-01278,LOC-028,ANPR,N,0,6
EVT-202603-002296,2026-03-11T19:00:02,PR-00501,LOC-005,Biometric,N,0,2
EVT-202603-002297,2026-03-21T15:10:32,PR-00186,LOC-020,Utilities,N,0,2
EVT-202603-002298,2026-03-13T04:55:32,PR-02025,LOC-008,ANPR,N,0,6
EVT-202603-002299,2026-03-29T22:51:47,PR-00875,LOC-022,CCTV-FR,Y,1,11
EVT-202603-002300,2026-03-13T20:00:30,PR-00211,LOC-010,Biometric,N,0,8
EVT-202603-002301,2026-03-14T03:28:56,PR-02142,LOC-018,Geolocation,N,0,115
EVT-202603-002302,2026-03-08T19:40:06,PR-00145,LOC-009,ANPR,N,0,4
EVT-202603-002303,2026-03-10T22:45:52,PR-00550,LOC-026,Smartcard,N,0,7
EVT-202603-002304,2026-03-03T14:37:36,PR-01334,LOC-017,CCTV-FR,N,0,149
EVT-202603-002305,2026-03-09T11:40:18,PR-02541,LOC-011,Smartcard,N,0,8
EVT-202603-002306,2026-03-25T04:46:21,PR-02888,LOC-020,Utilities,N,0,2
EVT-202603-002307,2026-03-05T08:28:35,PR-02526,LOC-003,CCTV-FR,N,0,69
EVT-202603-002308,2026-03-17T12:28:08,PR-02361,LOC-012,ANPR,N,0,8
EVT-202603-002309,2026-03-04T09:04:43,PR-02162,LOC-003,CCTV-FR,N,0,24
EVT-202603-002310,2026-03-17T08:03:24,PR-01411,LOC-004,Biometric,N,0,4
EVT-202603-002311,2026-03-23T01:40:32,PR-01332,LOC-025,CCTV-FR,N,0,108
EVT-202603-002312,2026-03-15T16:46:50,PR-90002,LOC-018,Geolocation,N,0,159
EVT-202603-002313,2026-03-21T11:20:21,PR-01429,LOC-008,ANPR,N,0,1
EVT-202603-002314,2026-03-08T06:38:12,PR-01811,LOC-025,CCTV-FR,Y,1,117
EVT-202603-002315,2026-03-25T07:27:35,PR-01636,LOC-028,ANPR,N,0,5
EVT-202603-002316,2026-03-07T12:43:45,PR-00105,LOC-030,Biometric,N,0,4
EVT-202603-002317,2026-03-22T19:06:26,PR-01226,LOC-013,Smartcard,N,0,4
EVT-202603-002318,2026-03-18T06:43:05,PR-02770,LOC-002,ANPR,N,0,1
EVT-202603-002319,2026-03-30T15:04:58,PR-02541,LOC-013,Smartcard,N,0,3
EVT-202603-002320,2026-03-05T21:26:54,PR-01818,LOC-008,ANPR,N,0,5
EVT-202603-002321,2026-03-23T04:15:27,PR-00324,LOC-003,CCTV-FR,N,0,132
EVT-202603-002322,2026-03-10T10:50:09,PR-02879,LOC-007,CCTV-FR,N,0,108
EVT-202603-002323,2026-03-22T23:15:43,PR-00635,LOC-029,Biometric,N,0,7
EVT-202603-002324,2026-03-08T06:15:38,PR-02865,LOC-012,ANPR,Y,3,3
EVT-202603-002325,2026-03-13T11:43:05,PR-02447,LOC-025,CCTV-FR,N,0,48
EVT-202603-002326,2026-03-20T07:24:52,PR-00493,LOC-008,ANPR,N,0,7
EVT-202603-002327,2026-03-17T11:20:41,PR-02325,LOC-012,ANPR,N,0,1
EVT-202603-002328,2026-03-07T23:18:32,PR-00905,LOC-021,CCTV-FR,N,0,66
EVT-202603-002329,2026-03-27T05:17:56,PR-01367,LOC-026,Smartcard,Y,1,8
EVT-202603-002330,2026-03-12T15:13:46,PR-00879,LOC-023,ANPR,N,0,6
EVT-202603-002331,2026-03-01T14:39:21,PR-00528,LOC-015,CCTV-FR,Y,1,176
EVT-202603-002332,2026-03-22T18:32:10,PR-01905,LOC-002,ANPR,N,0,4
EVT-202603-002333,2026-03-15T15:12:23,PR-02172,LOC-001,ANPR,N,0,7
EVT-202603-002334,2026-03-29T11:29:25,PR-02494,LOC-023,ANPR,N,0,2
EVT-202603-002335,2026-03-31T13:42:54,PR-02128,LOC-018,Geolocation,N,0,46
EVT-202603-002336,2026-03-27T13:21:04,PR-02778,LOC-021,CCTV-FR,N,0,167
EVT-202603-002337,2026-03-17T19:48:15,PR-01460,LOC-030,Biometric,N,0,4
EVT-202603-002338,2026-03-27T03:06:58,PR-02517,LOC-015,CCTV-FR,N,0,115
EVT-202603-002339,2026-03-21T13:33:53,PR-01895,LOC-014,CCTV-FR,N,0,67
EVT-202603-002340,2026-03-15T04:45:11,PR-02745,LOC-016,CCTV-FR,Y,1,175
EVT-202603-002341,2026-03-16T10:42:40,PR-02606,LOC-010,Biometric,Y,1,3
EVT-202603-002342,2026-03-15T20:06:52,PR-01456,LOC-010,Biometric,Y,3,4
EVT-202603-002343,2026-03-20T18:37:34,PR-00539,LOC-018,Geolocation,N,0,80
EVT-202603-002344,2026-03-23T05:38:09,PR-02407,LOC-012,ANPR,N,0,2
EVT-202603-002345,2026-03-31T00:46:18,PR-02427,LOC-013,Smartcard,N,0,7
EVT-202603-002346,2026-03-11T02:28:02,PR-02133,LOC-004,Biometric,N,0,1
EVT-202603-002347,2026-03-23T05:27:32,PR-01710,LOC-013,Smartcard,N,0,1
EVT-202603-002348,2026-03-10T09:04:51,PR-02090,LOC-025,CCTV-FR,Y,4,111
EVT-202603-002349,2026-03-28T04:05:59,PR-00452,LOC-026,Smartcard,N,0,6
EVT-202603-002350,2026-03-15T16:25:43,PR-01187,LOC-017,CCTV-FR,N,0,104
EVT-202603-002351,2026-03-26T17:05:41,PR-01401,LOC-030,Biometric,N,0,6
EVT-202603-002352,2026-03-27T17:18:39,PR-02520,LOC-013,Smartcard,Y,1,6
EVT-202603-002353,2026-03-06T10:19:29,PR-01575,LOC-006,Smartcard,Y,3,6
EVT-202603-002354,2026-03-25T22:32:14,PR-02313,LOC-023,ANPR,N,0,3
EVT-202603-002355,2026-03-18T18:00:25,PR-01312,LOC-015,CCTV-FR,N,0,44
EVT-202603-002356,2026-03-19T20:21:33,PR-01364,LOC-027,Biometric,N,0,2
EVT-202603-002357,2026-03-02T16:47:27,PR-01051,LOC-007,CCTV-FR,N,0,58
EVT-202603-002358,2026-03-16T08:51:48,PR-01246,LOC-003,CCTV-FR,N,0,119
EVT-202603-002359,2026-03-12T03:39:35,PR-02078,LOC-006,Smartcard,N,0,7
EVT-202603-002360,2026-03-31T14:35:26,PR-02891,LOC-006,Smartcard,N,0,2
EVT-202603-002361,2026-03-29T17:49:04,PR-01350,LOC-028,ANPR,N,0,5
EVT-202603-002362,2026-03-15T07:30:16,PR-01305,LOC-027,Biometric,N,0,8
EVT-202603-002363,2026-03-07T03:50:49,PR-01443,LOC-003,CCTV-FR,Y,3,4
EVT-202603-002364,2026-03-01T15:50:07,PR-00459,LOC-002,ANPR,N,0,2
EVT-202603-002365,2026-03-04T06:22:48,PR-00933,LOC-003,CCTV-FR,N,0,118
EVT-202603-002366,2026-03-03T02:45:59,PR-01879,LOC-016,CCTV-FR,N,0,170
EVT-202603-002367,2026-03-05T17:28:00,PR-00544,LOC-009,ANPR,N,0,7
EVT-202603-002368,2026-03-13T07:14:09,PR-02686,LOC-027,Biometric,N,0,3
EVT-202603-002369,2026-03-05T11:24:09,PR-00075,LOC-012,ANPR,Y,3,7
EVT-202603-002370,2026-03-11T07:54:41,PR-01365,LOC-003,CCTV-FR,N,0,37
EVT-202603-002371,2026-03-14T20:05:22,PR-02097,LOC-002,ANPR,N,0,2
EVT-202603-002372,2026-03-14T13:07:43,PR-01577,LOC-018,Geolocation,N,0,33
EVT-202603-002373,2026-03-22T11:50:43,PR-02190,LOC-012,ANPR,N,0,3
EVT-202603-002374,2026-03-02T13:09:48,PR-02315,LOC-010,Biometric,N,0,3
EVT-202603-002375,2026-03-25T01:50:17,PR-01086,LOC-030,Biometric,Y,3,2
EVT-202603-002376,2026-03-16T08:26:13,PR-01255,LOC-020,Utilities,N,0,8
EVT-202603-002377,2026-03-11T07:29:18,PR-01283,LOC-008,ANPR,N,0,6
EVT-202603-002378,2026-03-21T10:27:00,PR-02544,LOC-029,Biometric,N,0,5
EVT-202603-002379,2026-03-22T00:31:41,PR-02002,LOC-022,CCTV-FR,N,0,119
EVT-202603-002380,2026-03-26T06:27:58,PR-01614,LOC-007,CCTV-FR,N,0,26
EVT-202603-002381,2026-03-21T02:23:04,PR-02265,LOC-022,CCTV-FR,N,0,76
EVT-202603-002382,2026-03-18T08:56:05,PR-01960,LOC-005,Biometric,N,0,6
EVT-202603-002383,2026-03-11T21:13:01,PR-02115,LOC-012,ANPR,Y,2,4
EVT-202603-002384,2026-03-29T12:52:01,PR-02924,LOC-015,CCTV-FR,N,0,87
EVT-202603-002385,2026-03-10T11:22:48,PR-02099,LOC-020,Utilities,Y,1,2
EVT-202603-002386,2026-03-23T19:48:17,PR-00338,LOC-015,CCTV-FR,N,0,54
EVT-202603-002387,2026-03-07T05:45:35,PR-02145,LOC-006,Smartcard,N,0,2
EVT-202603-002388,2026-03-24T23:22:22,PR-01435,LOC-020,Utilities,N,0,2
EVT-202603-002389,2026-03-18T09:42:28,PR-01986,LOC-011,Smartcard,Y,2,8
EVT-202603-002390,2026-03-18T03:05:02,PR-02158,LOC-026,Smartcard,N,0,1
EVT-202603-002391,2026-03-02T12:58:04,PR-00749,LOC-016,CCTV-FR,N,0,115
EVT-202603-002392,2026-03-06T17:44:11,PR-02221,LOC-015,CCTV-FR,N,0,117
EVT-202603-002393,2026-03-27T07:45:14,PR-01886,LOC-028,ANPR,N,0,7
EVT-202603-002394,2026-03-22T15:37:44,PR-00361,LOC-004,Biometric,N,0,7
EVT-202603-002395,2026-03-15T13:24:30,PR-02891,LOC-024,ANPR,N,0,6
EVT-202603-002396,2026-03-15T03:35:50,PR-02428,LOC-017,CCTV-FR,Y,1,137
EVT-202603-002397,2026-03-16T10:35:31,PR-02104,LOC-008,ANPR,N,0,6
EVT-202603-002398,2026-03-03T21:36:03,PR-02420,LOC-013,Smartcard,Y,2,4
EVT-202603-002399,2026-03-14T15:58:19,PR-01223,LOC-023,ANPR,N,0,6
EVT-202603-002400,2026-03-17T11:05:12,PR-00471,LOC-018,Geolocation,N,0,57
EVT-202603-002401,2026-03-31T05:04:13,PR-01725,LOC-029,Biometric,N,0,7
EVT-202603-002402,2026-03-29T03:06:31,PR-02504,LOC-007,CCTV-FR,N,0,51
EVT-202603-002403,2026-03-26T13:14:24,PR-01290,LOC-012,ANPR,N,0,5
EVT-202603-002404,2026-03-22T08:16:03,PR-01970,LOC-019,Geolocation,N,0,53
EVT-202603-002405,2026-03-29T14:02:10,PR-00999,LOC-014,CCTV-FR,N,0,180
EVT-202603-002406,2026-03-16T12:04:03,PR-00828,LOC-028,ANPR,N,0,6
EVT-202603-002407,2026-03-21T06:05:38,PR-00747,LOC-007,CCTV-FR,Y,3,152
EVT-202603-002408,2026-03-04T01:15:49,PR-01918,LOC-001,ANPR,N,0,5
EVT-202603-002409,2026-03-13T02:00:05,PR-01446,LOC-007,CCTV-FR,N,0,30
EVT-202603-002410,2026-03-14T04:09:26,PR-02482,LOC-023,ANPR,N,0,2
EVT-202603-002411,2026-03-11T22:45:56,PR-02875,LOC-019,Geolocation,N,0,142
EVT-202603-002412,2026-03-17T13:50:28,PR-01504,LOC-004,Biometric,N,0,7
EVT-202603-002413,2026-03-21T10:07:13,PR-01997,LOC-019,Geolocation,N,0,156
EVT-202603-002414,2026-03-26T19:34:54,PR-02296,LOC-011,Smartcard,Y,3,4
EVT-202603-002415,2026-03-15T14:26:43,PR-00550,LOC-007,CCTV-FR,N,0,57
EVT-202603-002416,2026-03-13T17:35:48,PR-00676,LOC-023,ANPR,N,0,2
EVT-202603-002417,2026-03-24T08:24:07,PR-02914,LOC-019,Geolocation,N,0,6
EVT-202603-002418,2026-03-26T10:00:41,PR-01594,LOC-024,ANPR,N,0,3
EVT-202603-002419,2026-03-15T05:43:25,PR-01432,LOC-023,ANPR,N,0,8
EVT-202603-002420,2026-03-11T13:20:43,PR-01936,LOC-010,Biometric,N,0,7
EVT-202603-002421,2026-03-26T23:41:13,PR-00012,LOC-008,ANPR,N,0,4
EVT-202603-002422,2026-03-07T14:48:39,PR-01033,LOC-018,Geolocation,N,0,43
EVT-202603-002423,2026-03-14T18:45:38,PR-00945,LOC-007,CCTV-FR,N,0,24
EVT-202603-002424,2026-03-01T07:14:55,PR-01831,LOC-012,ANPR,N,0,2
EVT-202603-002425,2026-03-05T13:57:24,PR-02017,LOC-015,CCTV-FR,N,0,25
EVT-202603-002426,2026-03-13T05:11:56,PR-01606,LOC-027,Biometric,N,0,6
EVT-202603-002427,2026-03-27T03:22:38,PR-02576,LOC-014,CCTV-FR,N,0,171
EVT-202603-002428,2026-03-16T11:49:09,PR-00144,LOC-008,ANPR,N,0,1
EVT-202603-002429,2026-03-21T21:39:13,PR-02919,LOC-008,ANPR,N,0,2
EVT-202603-002430,2026-03-05T12:51:44,PR-00386,LOC-001,ANPR,N,0,2
EVT-202603-002431,2026-03-22T11:43:34,PR-01982,LOC-020,Utilities,N,0,6
EVT-202603-002432,2026-03-06T19:36:04,PR-00589,LOC-006,Smartcard,N,0,2
EVT-202603-002433,2026-03-18T21:17:50,PR-02735,LOC-025,CCTV-FR,N,0,2
EVT-202603-002434,2026-03-12T04:02:31,PR-00550,LOC-027,Biometric,N,0,4
EVT-202603-002435,2026-03-21T03:32:25,PR-02467,LOC-018,Geolocation,N,0,66
EVT-202603-002436,2026-03-13T06:28:45,PR-00526,LOC-012,ANPR,N,0,8
EVT-202603-002437,2026-03-18T00:54:54,PR-00966,LOC-018,Geolocation,N,0,142
EVT-202603-002438,2026-03-01T19:46:49,PR-01405,LOC-028,ANPR,N,0,6
EVT-202603-002439,2026-03-13T10:07:34,PR-01620,LOC-018,Geolocation,N,0,33
EVT-202603-002440,2026-03-10T14:10:14,PR-02754,LOC-023,ANPR,N,0,4
EVT-202603-002441,2026-03-27T14:28:27,PR-02122,LOC-018,Geolocation,N,0,60
EVT-202603-002442,2026-03-20T16:03:25,PR-02415,LOC-029,Biometric,N,0,2
EVT-202603-002443,2026-03-12T10:04:55,PR-00880,LOC-005,Biometric,N,0,1
EVT-202603-002444,2026-03-12T18:42:13,PR-02334,LOC-004,Biometric,Y,1,5
EVT-202603-002445,2026-03-07T23:29:34,PR-02472,LOC-021,CCTV-FR,Y,1,121
EVT-202603-002446,2026-03-02T20:01:33,PR-02463,LOC-030,Biometric,N,0,5
EVT-202603-002447,2026-03-16T05:59:09,PR-00283,LOC-011,Smartcard,N,0,7
EVT-202603-002448,2026-03-31T17:58:06,PR-02521,LOC-007,CCTV-FR,N,0,44
EVT-202603-002449,2026-03-06T11:05:33,PR-00498,LOC-001,ANPR,N,0,3
EVT-202603-002450,2026-03-20T03:35:51,PR-00935,LOC-016,CCTV-FR,N,0,67
EVT-202603-002451,2026-03-17T08:11:49,PR-01763,LOC-015,CCTV-FR,N,0,41
EVT-202603-002452,2026-03-15T20:38:32,PR-00330,LOC-021,CCTV-FR,N,0,88
EVT-202603-002453,2026-03-15T10:59:14,PR-00182,LOC-030,Biometric,Y,2,2
EVT-202603-002454,2026-03-28T19:14:40,PR-01283,LOC-027,Biometric,N,0,5
EVT-202603-002455,2026-03-22T06:46:14,PR-00200,LOC-004,Biometric,N,0,8
EVT-202603-002456,2026-03-14T10:13:51,PR-01157,LOC-021,CCTV-FR,N,0,95
EVT-202603-002457,2026-03-02T22:21:56,PR-00654,LOC-023,ANPR,N,0,1
EVT-202603-002458,2026-03-09T21:21:32,PR-01530,LOC-002,ANPR,Y,2,3
EVT-202603-002459,2026-03-02T10:37:39,PR-01755,LOC-007,CCTV-FR,N,0,81
EVT-202603-002460,2026-03-25T20:04:08,PR-02417,LOC-012,ANPR,Y,1,7
EVT-202603-002461,2026-03-18T04:50:46,PR-02739,LOC-019,Geolocation,Y,1,75
EVT-202603-002462,2026-03-01T07:05:21,PR-00663,LOC-002,ANPR,Y,2,1
EVT-202603-002463,2026-03-11T12:05:25,PR-00355,LOC-025,CCTV-FR,N,0,65
EVT-202603-002464,2026-03-04T06:05:42,PR-02694,LOC-023,ANPR,N,0,1
EVT-202603-002465,2026-03-17T04:07:56,PR-00821,LOC-005,Biometric,N,0,3
EVT-202603-002466,2026-03-18T02:02:32,PR-01990,LOC-016,CCTV-FR,N,0,109
EVT-202603-002467,2026-03-09T21:09:21,PR-02212,LOC-029,Biometric,Y,1,4
EVT-202603-002468,2026-03-28T17:18:25,PR-00415,LOC-001,ANPR,N,0,5
EVT-202603-002469,2026-03-06T06:11:19,PR-02576,LOC-023,ANPR,N,0,6
EVT-202603-002470,2026-03-11T08:05:45,PR-01030,LOC-030,Biometric,N,0,2
EVT-202603-002471,2026-03-11T09:23:46,PR-00852,LOC-026,Smartcard,N,0,3
EVT-202603-002472,2026-03-13T03:35:54,PR-01816,LOC-005,Biometric,N,0,5
EVT-202603-002473,2026-03-19T06:58:57,PR-02971,LOC-018,Geolocation,N,0,150
EVT-202603-002474,2026-03-12T03:03:48,PR-02665,LOC-017,CCTV-FR,N,0,121
EVT-202603-002475,2026-03-09T13:28:09,PR-00271,LOC-004,Biometric,N,0,6
EVT-202603-002476,2026-03-20T06:31:11,PR-02984,LOC-016,CCTV-FR,N,0,27
EVT-202603-002477,2026-03-16T23:31:41,PR-02270,LOC-024,ANPR,N,0,6
EVT-202603-002478,2026-03-17T08:45:57,PR-02805,LOC-001,ANPR,N,0,4
EVT-202603-002479,2026-03-14T12:39:25,PR-01554,LOC-010,Biometric,Y,5,5
EVT-202603-002480,2026-03-13T12:27:11,PR-00021,LOC-019,Geolocation,Y,1,107
EVT-202603-002481,2026-03-24T21:28:38,PR-00519,LOC-019,Geolocation,N,0,31
EVT-202603-002482,2026-03-09T06:01:38,PR-02911,LOC-024,ANPR,N,0,8
EVT-202603-002483,2026-03-21T17:59:35,PR-01833,LOC-029,Biometric,N,0,7
EVT-202603-002484,2026-03-01T19:13:38,PR-02891,LOC-001,ANPR,N,0,7
EVT-202603-002485,2026-03-18T13:06:02,PR-00503,LOC-016,CCTV-FR,N,0,65
EVT-202603-002486,2026-03-10T08:05:27,PR-02430,LOC-012,ANPR,N,0,4
EVT-202603-002487,2026-03-03T04:38:43,PR-02694,LOC-017,CCTV-FR,N,0,14
EVT-202603-002488,2026-03-24T03:18:45,PR-01079,LOC-005,Biometric,Y,2,2
EVT-202603-002489,2026-03-29T16:52:13,PR-01884,LOC-010,Biometric,N,0,4
EVT-202603-002490,2026-03-05T22:33:07,PR-01744,LOC-003,CCTV-FR,N,0,118
EVT-202603-002491,2026-03-21T21:33:03,PR-02636,LOC-010,Biometric,N,0,1
EVT-202603-002492,2026-03-14T22:14:30,PR-01162,LOC-028,ANPR,N,0,6
EVT-202603-002493,2026-03-22T06:20:31,PR-00800,LOC-009,ANPR,N,0,7
EVT-202603-002494,2026-03-29T02:23:01,PR-00160,LOC-025,CCTV-FR,N,0,64
EVT-202603-002495,2026-03-28T22:47:59,PR-02445,LOC-009,ANPR,N,0,4
EVT-202603-002496,2026-03-31T21:48:17,PR-02129,LOC-025,CCTV-FR,Y,2,149
EVT-202603-002497,2026-03-25T15:59:35,PR-01316,LOC-007,CCTV-FR,Y,1,94
EVT-202603-002498,2026-03-21T19:35:25,PR-00277,LOC-012,ANPR,N,0,8
EVT-202603-002499,2026-03-03T14:50:37,PR-00948,LOC-028,ANPR,N,0,6
EVT-202603-002500,2026-03-15T13:09:06,PR-00410,LOC-010,Biometric,N,0,7
EVT-202603-002501,2026-03-31T02:27:06,PR-01659,LOC-011,Smartcard,N,0,1
EVT-202603-002502,2026-03-21T19:44:12,PR-00361,LOC-028,ANPR,Y,1,7
EVT-202603-002503,2026-03-05T02:50:00,PR-00835,LOC-017,CCTV-FR,Y,1,136
EVT-202603-002504,2026-03-20T02:34:36,PR-02607,LOC-019,Geolocation,Y,2,175
EVT-202603-002505,2026-03-27T14:37:00,PR-01992,LOC-012,ANPR,N,0,7
EVT-202603-002506,2026-03-07T23:09:01,PR-00028,LOC-026,Smartcard,N,0,2
EVT-202603-002507,2026-03-06T02:21:36,PR-01384,LOC-026,Smartcard,N,0,7
EVT-202603-002508,2026-03-31T01:53:43,PR-01084,LOC-013,Smartcard,N,0,3
EVT-202603-002509,2026-03-11T11:56:12,PR-00966,LOC-017,CCTV-FR,N,0,176
EVT-202603-002510,2026-03-17T12:16:16,PR-00672,LOC-006,Smartcard,N,0,2
EVT-202603-002511,2026-03-04T17:12:36,PR-01070,LOC-030,Biometric,N,0,5
EVT-202603-002512,2026-03-19T10:50:43,PR-01649,LOC-014,CCTV-FR,Y,1,139
EVT-202603-002513,2026-03-30T07:54:24,PR-01256,LOC-021,CCTV-FR,N,0,98
EVT-202603-002514,2026-03-07T04:28:19,PR-00099,LOC-020,Utilities,N,0,1
EVT-202603-002515,2026-03-10T00:00:55,PR-02232,LOC-007,CCTV-FR,N,0,7
EVT-202603-002516,2026-03-01T01:49:18,PR-02224,LOC-008,ANPR,N,0,6
EVT-202603-002517,2026-03-20T08:16:48,PR-02499,LOC-017,CCTV-FR,N,0,87
EVT-202603-002518,2026-03-03T19:02:23,PR-01330,LOC-007,CCTV-FR,N,0,176
EVT-202603-002519,2026-03-03T16:32:22,PR-02537,LOC-018,Geolocation,N,0,80
EVT-202603-002520,2026-03-24T09:35:48,PR-01041,LOC-027,Biometric,N,0,1
EVT-202603-002521,2026-03-05T15:58:40,PR-00108,LOC-015,CCTV-FR,N,0,147
EVT-202603-002522,2026-03-03T13:37:27,PR-01436,LOC-019,Geolocation,Y,5,79
EVT-202603-002523,2026-03-04T09:17:41,PR-00413,LOC-003,CCTV-FR,N,0,176
EVT-202603-002524,2026-03-01T10:11:56,PR-01950,LOC-010,Biometric,Y,2,3
EVT-202603-002525,2026-03-26T00:48:00,PR-02240,LOC-008,ANPR,Y,3,4
EVT-202603-002526,2026-03-15T10:11:51,PR-02695,LOC-023,ANPR,N,0,5
EVT-202603-002527,2026-03-17T04:28:20,PR-01320,LOC-011,Smartcard,N,0,7
EVT-202603-002528,2026-03-24T20:29:45,PR-00648,LOC-008,ANPR,N,0,3
EVT-202603-002529,2026-03-30T19:47:37,PR-01899,LOC-004,Biometric,N,0,4
EVT-202603-002530,2026-03-12T16:44:18,PR-01768,LOC-020,Utilities,N,0,7
EVT-202603-002531,2026-03-19T13:30:53,PR-00850,LOC-011,Smartcard,N,0,7
EVT-202603-002532,2026-03-03T01:38:00,PR-00306,LOC-012,ANPR,Y,1,5
EVT-202603-002533,2026-03-26T19:15:01,PR-02273,LOC-015,CCTV-FR,N,0,71
EVT-202603-002534,2026-03-16T21:49:29,PR-02194,LOC-007,CCTV-FR,N,0,141
EVT-202603-002535,2026-03-28T08:30:05,PR-00555,LOC-028,ANPR,N,0,6
EVT-202603-002536,2026-03-18T13:53:02,PR-01646,LOC-011,Smartcard,N,0,3
EVT-202603-002537,2026-03-11T03:26:31,PR-00596,LOC-007,CCTV-FR,N,0,152
EVT-202603-002538,2026-03-21T14:28:50,PR-00667,LOC-012,ANPR,N,0,5
EVT-202603-002539,2026-03-29T16:38:59,PR-02042,LOC-011,Smartcard,N,0,7
EVT-202603-002540,2026-03-31T19:31:10,PR-00511,LOC-024,ANPR,N,0,8
EVT-202603-002541,2026-03-08T06:20:11,PR-00325,LOC-017,CCTV-FR,N,0,146
EVT-202603-002542,2026-03-14T18:53:54,PR-02186,LOC-016,CCTV-FR,N,0,67
EVT-202603-002543,2026-03-29T00:24:23,PR-02462,LOC-015,CCTV-FR,Y,3,113
EVT-202603-002544,2026-03-14T03:09:16,PR-02459,LOC-027,Biometric,N,0,3
EVT-202603-002545,2026-03-01T06:45:38,PR-00604,LOC-023,ANPR,N,0,2
EVT-202603-002546,2026-03-22T12:05:19,PR-00230,LOC-004,Biometric,N,0,2
EVT-202603-002547,2026-03-13T18:16:20,PR-00511,LOC-016,CCTV-FR,N,0,127
EVT-202603-002548,2026-03-20T13:23:02,PR-01639,LOC-001,ANPR,Y,1,1
EVT-202603-002549,2026-03-17T03:51:28,PR-00890,LOC-012,ANPR,N,0,8
EVT-202603-002550,2026-03-05T04:37:17,PR-02129,LOC-029,Biometric,N,0,5
EVT-202603-002551,2026-03-03T04:45:43,PR-00080,LOC-014,CCTV-FR,N,0,22
EVT-202603-002552,2026-03-05T08:59:05,PR-01110,LOC-023,ANPR,N,0,4
EVT-202603-002553,2026-03-08T16:37:30,PR-00091,LOC-030,Biometric,N,0,2
EVT-202603-002554,2026-03-12T00:03:28,PR-00662,LOC-013,Smartcard,N,0,6
EVT-202603-002555,2026-03-14T23:14:06,PR-01206,LOC-002,ANPR,Y,1,6
EVT-202603-002556,2026-03-31T03:07:57,PR-02571,LOC-011,Smartcard,N,0,3
EVT-202603-002557,2026-03-04T14:42:11,PR-01698,LOC-007,CCTV-FR,N,0,36
EVT-202603-002558,2026-03-28T11:41:57,PR-00059,LOC-013,Smartcard,N,0,2
EVT-202603-002559,2026-03-28T09:37:52,PR-02988,LOC-020,Utilities,N,0,7
EVT-202603-002560,2026-03-06T13:06:12,PR-02134,LOC-002,ANPR,N,0,7
EVT-202603-002561,2026-03-21T22:09:59,PR-01952,LOC-029,Biometric,N,0,3
