search_id,timestamp,citizen_id,category,flagged_category,device_type
SR-0007590,2026-01-04 20:36:00,PR-02727,Shopping,N,Laptop
SR-0007591,2026-02-14 13:30:00,PR-01666,Health,N,Laptop
SR-0007592,2026-02-09 15:27:00,PR-00576,Sports,N,Phone
SR-0007593,2026-06-13 12:31:00,PR-01901,Shopping,N,Laptop
SR-0007594,2026-01-26 12:24:00,PR-02556,Protest organisation,Y,Laptop
SR-0007595,2026-04-02 09:23:00,PR-00198,Social credit system criticism,Y,Phone
SR-0007596,2026-06-23 01:13:00,PR-02778,Civic education,N,Phone
SR-0007597,2026-01-18 22:01:00,PR-02307,Shopping,N,Phone
SR-0007598,2026-02-28 18:27:00,PR-01211,Weather,N,Laptop
SR-0007599,2026-02-05 17:36:00,PR-02488,Local news,N,Public Library Terminal
SR-0007600,2026-04-28 11:28:00,PR-00302,Foreign news,Y,Phone
SR-0007601,2026-03-15 14:36:00,PR-01581,Entertainment,N,Public Library Terminal
SR-0007602,2026-05-11 02:49:00,PR-00707,Entertainment,N,Laptop
SR-0007603,2026-05-19 13:15:00,PR-00758,Sports,N,Skills Institute Terminal
SR-0007604,2026-06-15 11:54:00,PR-01496,Independent media,Y,Laptop
SR-0007605,2026-03-05 19:35:00,PR-02831,Weather,N,Public Library Terminal
SR-0007606,2026-04-07 12:57:00,PR-01448,Local news,N,Phone
SR-0007607,2026-04-15 20:10:00,PR-01896,Local news,N,Phone
SR-0007608,2026-05-13 04:57:00,PR-01790,Local news,N,Phone
SR-0007609,2026-06-06 12:59:00,PR-01986,Weather,N,Laptop
SR-0007610,2026-05-11 02:54:00,PR-01042,Local news,N,Laptop
SR-0007611,2026-04-29 12:56:00,PR-01591,Weather,N,Phone
SR-0007612,2026-04-16 13:28:00,PR-00294,Health,N,Phone
SR-0007613,2026-05-05 14:30:00,PR-00165,Local news,N,Phone
SR-0007614,2026-04-19 12:27:00,PR-02718,Banned political parties,Y,Phone
SR-0007615,2026-03-16 21:36:00,PR-01396,Entertainment,N,Laptop
SR-0007616,2026-03-19 08:38:00,PR-01911,Foreign news,Y,Phone
SR-0007617,2026-05-04 09:13:00,PR-01861,Local news,N,Phone
SR-0007618,2026-06-07 16:05:00,PR-01736,Sports,N,Laptop
SR-0007619,2026-05-19 14:33:00,PR-02871,Shopping,N,Phone
SR-0007620,2026-02-19 12:46:00,PR-02911,Entertainment,N,Phone
SR-0007621,2026-02-25 23:28:00,PR-02441,Sports,N,Skills Institute Terminal
SR-0007622,2026-05-17 11:39:00,PR-00763,Entertainment,N,Phone
SR-0007623,2026-05-26 20:21:00,PR-01794,Local news,N,Laptop
SR-0007624,2026-02-11 21:22:00,PR-00310,Local news,N,Public Library Terminal
SR-0007625,2026-02-28 14:14:00,PR-00293,Foreign news,Y,Public Library Terminal
SR-0007626,2026-01-02 22:46:00,PR-01318,Weather,N,Laptop
SR-0007627,2026-02-06 12:12:00,PR-02111,Independent media,Y,Laptop
SR-0007628,2026-03-05 21:42:00,PR-01620,Sports,N,Phone
SR-0007629,2026-06-26 07:50:00,PR-02722,Civic education,N,Laptop
SR-0007630,2026-05-27 18:57:00,PR-00377,Local news,N,Phone
SR-0007631,2026-06-07 19:25:00,PR-00234,Foreign news,Y,Phone
SR-0007632,2026-04-28 02:36:00,PR-01397,Entertainment,N,Phone
SR-0007633,2026-04-17 09:11:00,PR-02535,Independent media,Y,Skills Institute Terminal
SR-0007634,2026-03-06 13:55:00,PR-01766,Local news,N,Phone
SR-0007635,2026-01-19 08:59:00,PR-01148,Civic education,N,Phone
SR-0007636,2026-05-09 21:33:00,PR-02680,Privacy tools,Y,Public Library Terminal
SR-0007637,2026-05-11 22:24:00,PR-02857,Recipes,N,Phone
SR-0007638,2026-03-30 05:54:00,PR-00662,Independent media,Y,Laptop
SR-0007639,2026-02-24 02:18:00,PR-00657,Recipes,N,Laptop
SR-0007640,2026-01-30 20:01:00,PR-02328,Entertainment,N,Laptop
SR-0007641,2026-02-22 21:39:00,PR-01542,Independent media,Y,Phone
SR-0007642,2026-01-21 08:36:00,PR-01560,Travel domestic (permitted),N,Laptop
SR-0007643,2026-02-25 15:42:00,PR-02628,Shopping,N,Public Library Terminal
SR-0007644,2026-03-04 19:45:00,PR-00751,Sports,N,Laptop
SR-0007645,2026-02-28 16:19:00,PR-02083,Independent media,Y,Phone
SR-0007646,2026-04-28 04:30:00,PR-01974,Sports,N,Phone
SR-0007647,2026-06-15 16:00:00,PR-02107,Foreign news,Y,Phone
SR-0007648,2026-05-02 20:25:00,PR-02086,Local news,N,Phone
SR-0007649,2026-03-30 02:33:00,PR-00185,Independent media,Y,Phone
SR-0007650,2026-01-25 06:11:00,PR-01169,Score appeal process,Y,Skills Institute Terminal
SR-0007651,2026-06-09 04:12:00,PR-00663,Entertainment,N,Laptop
SR-0007652,2026-02-12 15:36:00,PR-01780,Sports,N,Phone
SR-0007653,2026-01-07 01:06:00,PR-02072,Local news,N,Phone
SR-0007654,2026-04-01 19:30:00,PR-02647,Shopping,N,Laptop
SR-0007655,2026-02-22 16:28:00,PR-01031,Civic education,N,Laptop
SR-0007656,2026-03-19 02:09:00,PR-01368,Weather,N,Phone
SR-0007657,2026-04-02 21:14:00,PR-00687,Sports,N,Laptop
SR-0007658,2026-04-18 13:34:00,PR-02553,Weather,N,Public Library Terminal
SR-0007659,2026-02-14 20:26:00,PR-02129,Weather,N,Phone
SR-0007660,2026-01-15 16:05:00,PR-00881,Local news,N,Phone
SR-0007661,2026-02-17 22:54:00,PR-01005,Shopping,N,Phone
SR-0007662,2026-02-12 02:28:00,PR-00388,Sports,N,Laptop
SR-0007663,2026-02-25 15:26:00,PR-02658,Shopping,N,Phone
SR-0007664,2026-05-05 00:20:00,PR-00635,Sports,N,Phone
SR-0007665,2026-04-02 17:51:00,PR-02113,Cultural and religious gatherings,Y,Phone
SR-0007666,2026-02-12 11:19:00,PR-00440,Emigration procedures,Y,Phone
SR-0007667,2026-04-07 11:55:00,PR-00003,Local news,N,Laptop
SR-0007668,2026-03-29 01:29:00,PR-00884,Shopping,N,Laptop
SR-0007669,2026-03-14 18:43:00,PR-01833,Entertainment,N,Laptop
SR-0007670,2026-03-11 16:23:00,PR-01059,Local news,N,Laptop
SR-0007671,2026-05-21 17:40:00,PR-01154,Entertainment,N,Phone
SR-0007672,2026-02-05 10:49:00,PR-01374,Health,N,Public Library Terminal
SR-0007673,2026-01-18 10:04:00,PR-01847,Health,N,Phone
SR-0007674,2026-01-27 11:35:00,PR-01568,Sports,N,Phone
SR-0007675,2026-05-19 06:47:00,PR-02157,Shopping,N,Phone
SR-0007676,2026-04-20 20:31:00,PR-00472,Recipes,N,Phone
SR-0007677,2026-04-30 10:56:00,PR-01238,Recipes,N,Phone
SR-0007678,2026-03-10 01:46:00,PR-02330,Foreign news,Y,Laptop
SR-0007679,2026-02-17 01:34:00,PR-01113,Civic education,N,Phone
SR-0007680,2026-02-19 06:08:00,PR-02783,Shopping,N,Phone
SR-0007681,2026-03-08 18:00:00,PR-02893,Weather,N,Laptop
SR-0007682,2026-01-08 01:34:00,PR-00348,Privacy tools,Y,Phone
SR-0007683,2026-03-22 09:16:00,PR-00471,Recipes,N,Phone
SR-0007684,2026-04-30 16:15:00,PR-02735,Foreign news,Y,Phone
SR-0007685,2026-05-17 12:40:00,PR-01292,Entertainment,N,Laptop
SR-0007686,2026-01-22 20:16:00,PR-02459,Protest organisation,Y,Skills Institute Terminal
SR-0007687,2026-02-12 11:52:00,PR-02353,Entertainment,N,Laptop
SR-0007688,2026-06-17 00:53:00,PR-00801,Recipes,N,Laptop
SR-0007689,2026-05-04 11:43:00,PR-00781,VPN tools,Y,Phone
SR-0007690,2026-04-28 03:14:00,PR-01640,Civic education,N,Phone
SR-0007691,2026-04-11 11:46:00,PR-01783,Entertainment,N,Laptop
SR-0007692,2026-02-04 05:02:00,PR-02806,Weather,N,Laptop
SR-0007693,2026-03-14 06:16:00,PR-01244,Entertainment,N,Phone
SR-0007694,2026-01-10 04:11:00,PR-02412,Sports,N,Laptop
SR-0007695,2026-05-15 13:01:00,PR-01816,Foreign news,Y,Phone
SR-0007696,2026-04-15 00:12:00,PR-01496,Score appeal process,Y,Phone
SR-0007697,2026-02-06 09:16:00,PR-01060,Health,N,Phone
SR-0007698,2026-01-01 23:11:00,PR-00018,Local news,N,Phone
SR-0007699,2026-01-11 14:15:00,PR-01528,Shopping,N,Phone
SR-0007700,2026-01-13 10:17:00,PR-01427,Encryption software,Y,Laptop
SR-0007701,2026-05-23 06:40:00,PR-02417,Shopping,N,Phone
SR-0007702,2026-03-06 04:54:00,PR-00416,Entertainment,N,Phone
SR-0007703,2026-03-22 23:05:00,PR-02294,Civic education,N,Public Library Terminal
SR-0007704,2026-03-30 06:01:00,PR-00159,Health,N,Laptop
SR-0007705,2026-02-28 10:23:00,PR-02639,Health,N,Phone
SR-0007706,2026-03-16 02:40:00,PR-02593,Local news,N,Phone
SR-0007707,2026-05-20 22:23:00,PR-00028,Travel domestic (permitted),N,Phone
SR-0007708,2026-01-01 05:56:00,PR-01808,Local news,N,Laptop
SR-0007709,2026-02-07 19:20:00,PR-01230,Entertainment,N,Phone
SR-0007710,2026-05-06 20:18:00,PR-02404,Protest organisation,Y,Phone
SR-0007711,2026-01-04 09:44:00,PR-02805,Local news,N,Laptop
SR-0007712,2026-06-15 04:56:00,PR-01292,Entertainment,N,Public Library Terminal
SR-0007713,2026-03-11 17:51:00,PR-00617,Foreign news,Y,Public Library Terminal
SR-0007714,2026-03-09 04:13:00,PR-02606,Privacy tools,Y,Laptop
SR-0007715,2026-01-01 08:55:00,PR-01089,Entertainment,N,Laptop
SR-0007716,2026-04-28 21:40:00,PR-01652,Local news,N,Phone
SR-0007717,2026-04-27 11:52:00,PR-02071,Entertainment,N,Laptop
SR-0007718,2026-01-13 18:10:00,PR-01819,Shopping,N,Phone
SR-0007719,2026-04-09 21:37:00,PR-01278,Civic education,N,Phone
SR-0007720,2026-06-21 17:59:00,PR-01233,Banned political parties,Y,Public Library Terminal
SR-0007721,2026-04-05 00:35:00,PR-02782,VPN tools,Y,Phone
SR-0007722,2026-03-18 08:51:00,PR-01516,Entertainment,N,Laptop
SR-0007723,2026-06-21 02:37:00,PR-01538,Social credit system criticism,Y,Phone
SR-0007724,2026-02-02 22:35:00,PR-00024,Privacy tools,Y,Phone
SR-0007725,2026-03-17 09:28:00,PR-00207,Shopping,N,Laptop
SR-0007726,2026-03-14 02:53:00,PR-01905,Local news,N,Phone
SR-0007727,2026-02-22 07:38:00,PR-00312,Sports,N,Phone
SR-0007728,2026-05-19 09:54:00,PR-00353,VPN tools,Y,Laptop
SR-0007729,2026-01-03 22:26:00,PR-02671,Score appeal process,Y,Laptop
SR-0007730,2026-04-05 20:05:00,PR-00322,Entertainment,N,Phone
SR-0007731,2026-03-16 21:47:00,PR-00270,Recipes,N,Laptop
SR-0007732,2026-06-17 12:49:00,PR-02340,Local news,N,Phone
SR-0007733,2026-03-18 13:58:00,PR-02953,Weather,N,Phone
SR-0007734,2026-05-21 10:38:00,PR-00130,Privacy tools,Y,Laptop
SR-0007735,2026-05-06 22:02:00,PR-02297,Sports,N,Phone
SR-0007736,2026-05-02 12:53:00,PR-01945,Social credit system criticism,Y,Phone
SR-0007737,2026-02-14 19:58:00,PR-02241,Emigration procedures,Y,Skills Institute Terminal
SR-0007738,2026-06-27 12:02:00,PR-00471,Local news,N,Phone
SR-0007739,2026-01-08 12:40:00,PR-01206,VPN tools,Y,Laptop
SR-0007740,2026-06-23 07:20:00,PR-02346,Score appeal process,Y,Laptop
SR-0007741,2026-01-08 16:30:00,PR-02392,Local news,N,Phone
SR-0007742,2026-02-20 07:12:00,PR-01696,Encryption software,Y,Phone
SR-0007743,2026-01-31 21:31:00,PR-02113,Local news,N,Phone
SR-0007744,2026-04-07 04:47:00,PR-01683,Entertainment,N,Public Library Terminal
SR-0007745,2026-03-12 12:56:00,PR-02881,Independent media,Y,Laptop
SR-0007746,2026-05-04 17:30:00,PR-01294,Sports,N,Laptop
SR-0007747,2026-04-19 11:12:00,PR-00743,Local news,N,Phone
SR-0007748,2026-03-31 17:03:00,PR-01680,Local news,N,Laptop
SR-0007749,2026-03-30 01:04:00,PR-02074,Entertainment,N,Phone
SR-0007750,2026-03-19 03:53:00,PR-01821,Cultural and religious gatherings,Y,Laptop
SR-0007751,2026-01-04 15:41:00,PR-00252,Sports,N,Public Library Terminal
SR-0007752,2026-05-15 08:13:00,PR-02964,Local news,N,Phone
SR-0007753,2026-04-26 21:39:00,PR-02293,Independent media,Y,Public Library Terminal
SR-0007754,2026-02-12 17:59:00,PR-02210,Shopping,N,Skills Institute Terminal
SR-0007755,2026-04-20 16:22:00,PR-01230,Shopping,N,Skills Institute Terminal
SR-0007756,2026-04-03 22:42:00,PR-02979,Cultural and religious gatherings,Y,Laptop
SR-0007757,2026-04-30 19:17:00,PR-00066,Recipes,N,Phone
SR-0007758,2026-03-29 14:19:00,PR-02744,Entertainment,N,Phone
SR-0007759,2026-05-09 18:24:00,PR-02009,Sports,N,Laptop
SR-0007760,2026-06-03 20:48:00,PR-00506,Social credit system criticism,Y,Phone
SR-0007761,2026-04-21 02:29:00,PR-01890,Privacy tools,Y,Laptop
SR-0007762,2026-06-16 14:54:00,PR-02429,Entertainment,N,Laptop
SR-0007763,2026-04-12 10:45:00,PR-01202,Shopping,N,Laptop
SR-0007764,2026-04-25 11:23:00,PR-01361,Privacy tools,Y,Phone
SR-0007765,2026-05-16 03:47:00,PR-02573,Encryption software,Y,Phone
SR-0007766,2026-03-16 18:10:00,PR-02820,Shopping,N,Phone
SR-0007767,2026-05-19 11:02:00,PR-00865,Weather,N,Phone
SR-0007768,2026-02-16 06:40:00,PR-00028,Entertainment,N,Laptop
SR-0007769,2026-02-05 18:00:00,PR-00537,Shopping,N,Phone
SR-0007770,2026-03-26 03:49:00,PR-00498,Health,N,Phone
SR-0007771,2026-04-27 14:22:00,PR-01183,Local news,N,Phone
SR-0007772,2026-02-24 17:24:00,PR-01506,Civic education,N,Phone
SR-0007773,2026-01-08 16:25:00,PR-01257,Weather,N,Laptop
SR-0007774,2026-04-25 11:48:00,PR-01758,Shopping,N,Phone
SR-0007775,2026-01-23 01:15:00,PR-02799,Local news,N,Laptop
SR-0007776,2026-02-12 09:18:00,PR-00234,Local news,N,Public Library Terminal
SR-0007777,2026-06-08 07:54:00,PR-02051,Sports,N,Laptop
SR-0007778,2026-01-19 12:27:00,PR-01291,Weather,N,Phone
SR-0007779,2026-06-13 05:39:00,PR-01096,Shopping,N,Phone
SR-0007780,2026-02-11 22:16:00,PR-02805,Weather,N,Phone
SR-0007781,2026-03-05 03:33:00,PR-02982,Entertainment,N,Phone
SR-0007782,2026-06-22 20:59:00,PR-02085,Local news,N,Public Library Terminal
SR-0007783,2026-02-03 14:19:00,PR-01593,Shopping,N,Laptop
SR-0007784,2026-02-22 05:13:00,PR-02193,Emigration procedures,Y,Laptop
SR-0007785,2026-03-20 19:38:00,PR-02491,Local news,N,Phone
SR-0007786,2026-02-26 02:13:00,PR-02320,Entertainment,N,Laptop
SR-0007787,2026-04-23 04:58:00,PR-02302,Health,N,Laptop
SR-0007788,2026-06-10 08:01:00,PR-01302,Weather,N,Public Library Terminal
SR-0007789,2026-01-28 18:27:00,PR-02976,Local news,N,Phone
SR-0007790,2026-01-24 00:17:00,PR-00916,Recipes,N,Laptop
SR-0007791,2026-04-06 17:45:00,PR-00437,Health,N,Laptop
SR-0007792,2026-03-22 04:42:00,PR-02208,Recipes,N,Phone
SR-0007793,2026-02-27 21:21:00,PR-02240,Recipes,N,Public Library Terminal
SR-0007794,2026-03-16 14:29:00,PR-00462,Recipes,N,Laptop
SR-0007795,2026-02-04 05:28:00,PR-02126,Cultural and religious gatherings,Y,Skills Institute Terminal
SR-0007796,2026-04-20 23:17:00,PR-02769,Emigration procedures,Y,Phone
SR-0007797,2026-01-15 15:30:00,PR-02613,Civic education,N,Phone
SR-0007798,2026-04-24 16:07:00,PR-01881,Foreign news,Y,Laptop
SR-0007799,2026-02-23 13:28:00,PR-02571,Sports,N,Laptop
SR-0007800,2026-05-28 17:33:00,PR-01790,Local news,N,Phone
SR-0007801,2026-04-06 11:55:00,PR-00472,Recipes,N,Skills Institute Terminal
SR-0007802,2026-05-20 11:37:00,PR-01456,Recipes,N,Phone
SR-0007803,2026-05-12 03:20:00,PR-00343,Local news,N,Phone
SR-0007804,2026-05-15 11:25:00,PR-00236,Foreign news,Y,Laptop
SR-0007805,2026-01-20 00:42:00,PR-01889,Local news,N,Skills Institute Terminal
SR-0007806,2026-04-22 04:40:00,PR-02568,Foreign news,Y,Phone
SR-0007807,2026-01-03 13:39:00,PR-02471,Local news,N,Phone
SR-0007808,2026-06-14 10:37:00,PR-01465,Shopping,N,Phone
SR-0007809,2026-05-16 05:12:00,PR-01682,Local news,N,Phone
SR-0007810,2026-03-06 21:45:00,PR-00802,Entertainment,N,Phone
SR-0007811,2026-02-06 10:20:00,PR-01088,Cultural and religious gatherings,Y,Laptop
SR-0007812,2026-01-11 22:04:00,PR-00065,Health,N,Skills Institute Terminal
SR-0007813,2026-01-20 07:44:00,PR-01264,Travel domestic (permitted),N,Phone
SR-0007814,2026-02-14 03:53:00,PR-02321,Local news,N,Laptop
SR-0007815,2026-02-06 06:11:00,PR-02781,Recipes,N,Laptop
SR-0007816,2026-01-27 16:46:00,PR-02613,Shopping,N,Phone
SR-0007817,2026-02-28 00:56:00,PR-01465,Privacy tools,Y,Phone
SR-0007818,2026-03-31 16:39:00,PR-00289,Recipes,N,Public Library Terminal
SR-0007819,2026-05-19 22:45:00,PR-00383,Entertainment,N,Laptop
SR-0007820,2026-04-08 23:03:00,PR-00716,Shopping,N,Phone
SR-0007821,2026-04-21 04:15:00,PR-01301,Encryption software,Y,Phone
SR-0007822,2026-04-08 19:58:00,PR-01849,Foreign news,Y,Phone
SR-0007823,2026-06-04 06:18:00,PR-00015,Sports,N,Phone
SR-0007824,2026-05-25 13:37:00,PR-01708,Sports,N,Public Library Terminal
SR-0007825,2026-01-31 14:23:00,PR-00298,Shopping,N,Laptop
SR-0007826,2026-01-06 05:48:00,PR-00480,Civic education,N,Public Library Terminal
SR-0007827,2026-01-15 09:04:00,PR-00250,Encryption software,Y,Phone
SR-0007828,2026-05-13 22:58:00,PR-01618,VPN tools,Y,Public Library Terminal
SR-0007829,2026-06-01 22:40:00,PR-00473,Score appeal process,Y,Phone
SR-0007830,2026-03-20 09:53:00,PR-00297,Entertainment,N,Phone
SR-0007831,2026-06-23 01:05:00,PR-00533,Travel domestic (permitted),N,Phone
SR-0007832,2026-02-25 01:05:00,PR-02802,Local news,N,Laptop
SR-0007833,2026-06-10 02:39:00,PR-01364,Shopping,N,Laptop
SR-0007834,2026-05-25 16:17:00,PR-02612,VPN tools,Y,Phone
SR-0007835,2026-04-11 07:31:00,PR-01481,Entertainment,N,Laptop
SR-0007836,2026-05-01 21:18:00,PR-01759,Weather,N,Phone
SR-0007837,2026-05-16 17:41:00,PR-00802,Score appeal process,Y,Phone
SR-0007838,2026-05-10 10:54:00,PR-01506,Health,N,Phone
SR-0007839,2026-04-27 10:35:00,PR-01356,Sports,N,Laptop
SR-0007840,2026-05-31 16:56:00,PR-01179,Shopping,N,Laptop
SR-0007841,2026-05-29 12:15:00,PR-01774,Sports,N,Public Library Terminal
SR-0007842,2026-01-29 21:16:00,PR-00391,Travel domestic (permitted),N,Phone
SR-0007843,2026-02-22 06:13:00,PR-01993,Social credit system criticism,Y,Phone
SR-0007844,2026-01-15 11:49:00,PR-00550,Shopping,N,Phone
SR-0007845,2026-02-02 06:04:00,PR-01928,Shopping,N,Phone
SR-0007846,2026-04-18 19:50:00,PR-00197,Entertainment,N,Phone
SR-0007847,2026-06-27 22:24:00,PR-01116,Entertainment,N,Phone
SR-0007848,2026-02-02 11:04:00,PR-01271,Foreign news,Y,Phone
SR-0007849,2026-03-05 19:26:00,PR-00976,Shopping,N,Skills Institute Terminal
SR-0007850,2026-05-09 16:17:00,PR-01551,Shopping,N,Phone
SR-0007851,2026-05-10 02:20:00,PR-00777,Shopping,N,Phone
SR-0007852,2026-05-27 02:29:00,PR-02668,Health,N,Laptop
SR-0007853,2026-03-19 01:50:00,PR-02639,Travel domestic (permitted),N,Phone
SR-0007854,2026-03-06 09:46:00,PR-02997,Independent media,Y,Skills Institute Terminal
SR-0007855,2026-05-09 12:18:00,PR-00264,Cultural and religious gatherings,Y,Phone
SR-0007856,2026-03-18 07:21:00,PR-01823,Sports,N,Phone
SR-0007857,2026-02-24 22:01:00,PR-01819,Weather,N,Skills Institute Terminal
SR-0007858,2026-01-28 18:35:00,PR-00795,Local news,N,Laptop
SR-0007859,2026-03-02 02:11:00,PR-02352,Emigration procedures,Y,Phone
SR-0007860,2026-06-08 19:01:00,PR-02149,Score appeal process,Y,Phone
SR-0007861,2026-03-30 02:28:00,PR-00280,Entertainment,N,Public Library Terminal
SR-0007862,2026-02-25 20:12:00,PR-00525,Recipes,N,Phone
SR-0007863,2026-04-12 20:22:00,PR-02183,Encryption software,Y,Phone
SR-0007864,2026-05-07 13:33:00,PR-02075,Recipes,N,Phone
SR-0007865,2026-06-19 01:56:00,PR-00610,Local news,N,Phone
SR-0007866,2026-04-29 15:55:00,PR-00203,Local news,N,Phone
SR-0007867,2026-04-14 13:12:00,PR-02697,Shopping,N,Laptop
SR-0007868,2026-03-03 00:30:00,PR-01886,Local news,N,Laptop
SR-0007869,2026-04-30 11:04:00,PR-00788,Local news,N,Skills Institute Terminal
SR-0007870,2026-05-15 11:00:00,PR-00578,Entertainment,N,Laptop
SR-0007871,2026-02-25 09:15:00,PR-02488,Shopping,N,Laptop
SR-0007872,2026-04-16 06:23:00,PR-01678,Local news,N,Laptop
SR-0007873,2026-03-05 17:41:00,PR-02645,Shopping,N,Laptop
SR-0007874,2026-04-18 02:47:00,PR-00518,Entertainment,N,Phone
SR-0007875,2026-06-18 09:03:00,PR-00766,Travel domestic (permitted),N,Public Library Terminal
SR-0007876,2026-06-02 12:30:00,PR-01169,Entertainment,N,Laptop
SR-0007877,2026-02-19 05:41:00,PR-01978,Health,N,Phone
SR-0007878,2026-04-13 17:06:00,PR-00964,Entertainment,N,Phone
SR-0007879,2026-01-28 11:50:00,PR-02739,Sports,N,Phone
SR-0007880,2026-03-21 14:45:00,PR-01266,Local news,N,Phone
SR-0007881,2026-03-11 06:52:00,PR-01331,Recipes,N,Laptop
SR-0007882,2026-01-21 00:18:00,PR-00711,Weather,N,Phone
SR-0007883,2026-05-30 16:25:00,PR-01209,Health,N,Phone
SR-0007884,2026-05-23 00:44:00,PR-01609,Shopping,N,Skills Institute Terminal
SR-0007885,2026-06-09 10:21:00,PR-02318,Entertainment,N,Skills Institute Terminal
SR-0007886,2026-03-28 03:21:00,PR-01898,Foreign news,Y,Phone
SR-0007887,2026-02-07 05:57:00,PR-02566,Entertainment,N,Laptop
SR-0007888,2026-02-03 01:06:00,PR-00923,Score appeal process,Y,Laptop
SR-0007889,2026-03-18 04:24:00,PR-01096,Sports,N,Public Library Terminal
SR-0007890,2026-05-10 13:02:00,PR-02534,Travel domestic (permitted),N,Phone
SR-0007891,2026-02-14 18:46:00,PR-00430,Local news,N,Phone
SR-0007892,2026-05-20 23:48:00,PR-01336,Entertainment,N,Public Library Terminal
SR-0007893,2026-03-09 14:44:00,PR-00778,Sports,N,Phone
SR-0007894,2026-06-18 05:01:00,PR-02716,Shopping,N,Phone
SR-0007895,2026-03-09 03:50:00,PR-02920,Health,N,Skills Institute Terminal
SR-0007896,2026-05-05 18:34:00,PR-02625,Entertainment,N,Phone
SR-0007897,2026-06-16 10:03:00,PR-02067,Local news,N,Skills Institute Terminal
SR-0007898,2026-01-16 16:16:00,PR-01231,Local news,N,Phone
SR-0007899,2026-01-23 14:30:00,PR-02892,Privacy tools,Y,Laptop
SR-0007900,2026-05-11 09:42:00,PR-01338,Sports,N,Phone
SR-0007901,2026-03-02 13:44:00,PR-01432,Shopping,N,Phone
SR-0007902,2026-01-19 10:55:00,PR-00808,Health,N,Phone
SR-0007903,2026-04-28 17:14:00,PR-00880,Recipes,N,Public Library Terminal
SR-0007904,2026-06-12 12:46:00,PR-00306,Shopping,N,Laptop
SR-0007905,2026-01-07 07:06:00,PR-02489,Shopping,N,Phone
SR-0007906,2026-04-17 07:52:00,PR-02850,Recipes,N,Laptop
SR-0007907,2026-05-30 19:05:00,PR-01213,Shopping,N,Phone
SR-0007908,2026-04-27 17:07:00,PR-00600,Local news,N,Laptop
SR-0007909,2026-04-01 14:33:00,PR-00533,Score appeal process,Y,Public Library Terminal
SR-0007910,2026-02-01 03:32:00,PR-00176,Local news,N,Phone
SR-0007911,2026-06-23 09:35:00,PR-00412,Score appeal process,Y,Phone
SR-0007912,2026-06-02 23:31:00,PR-02765,Health,N,Phone
SR-0007913,2026-03-29 14:13:00,PR-00572,Banned political parties,Y,Phone
SR-0007914,2026-04-17 01:36:00,PR-00470,Health,N,Phone
SR-0007915,2026-03-30 04:05:00,PR-02904,Social credit system criticism,Y,Public Library Terminal
SR-0007916,2026-01-30 17:12:00,PR-02370,Sports,N,Laptop
SR-0007917,2026-03-24 07:25:00,PR-01364,Entertainment,N,Phone
SR-0007918,2026-05-07 17:16:00,PR-01931,Entertainment,N,Laptop
SR-0007919,2026-02-15 23:19:00,PR-02166,Health,N,Phone
SR-0007920,2026-03-15 06:26:00,PR-00216,Sports,N,Laptop
SR-0007921,2026-01-07 16:21:00,PR-02025,Score appeal process,Y,Phone
SR-0007922,2026-05-11 23:46:00,PR-02619,Social credit system criticism,Y,Phone
SR-0007923,2026-06-29 21:34:00,PR-00807,Recipes,N,Phone
SR-0007924,2026-05-16 22:53:00,PR-02222,Travel domestic (permitted),N,Phone
SR-0007925,2026-05-15 10:27:00,PR-01136,Local news,N,Laptop
SR-0007926,2026-06-23 18:42:00,PR-02790,Travel domestic (permitted),N,Laptop
SR-0007927,2026-01-05 17:36:00,PR-01808,Shopping,N,Public Library Terminal
SR-0007928,2026-03-01 17:00:00,PR-02515,Civic education,N,Laptop
SR-0007929,2026-04-04 06:29:00,PR-02113,Shopping,N,Phone
SR-0007930,2026-03-13 04:09:00,PR-01651,Emigration procedures,Y,Phone
SR-0007931,2026-02-03 16:44:00,PR-01958,Score appeal process,Y,Skills Institute Terminal
SR-0007932,2026-04-20 18:21:00,PR-02911,Shopping,N,Phone
SR-0007933,2026-06-29 09:37:00,PR-02069,Recipes,N,Laptop
SR-0007934,2026-05-08 06:04:00,PR-01333,Local news,N,Laptop
SR-0007935,2026-05-07 04:21:00,PR-90003,Foreign news,Y,Laptop
SR-0007936,2026-03-12 09:01:00,PR-00312,Foreign news,Y,Laptop
SR-0007937,2026-05-08 11:31:00,PR-02285,Sports,N,Phone
SR-0007938,2026-05-04 04:09:00,PR-00032,Entertainment,N,Phone
SR-0007939,2026-02-18 11:34:00,PR-02147,Protest organisation,Y,Laptop
SR-0007940,2026-03-27 22:18:00,PR-01051,Shopping,N,Phone
SR-0007941,2026-01-09 04:04:00,PR-02463,Travel domestic (permitted),N,Laptop
SR-0007942,2026-03-05 03:44:00,PR-00008,Entertainment,N,Phone
SR-0007943,2026-01-20 04:09:00,PR-01403,Sports,N,Public Library Terminal
SR-0007944,2026-03-06 02:44:00,PR-02874,Recipes,N,Laptop
SR-0007945,2026-03-08 04:40:00,PR-00733,VPN tools,Y,Laptop
SR-0007946,2026-06-23 18:35:00,PR-01246,Entertainment,N,Laptop
SR-0007947,2026-03-04 10:05:00,PR-01091,Cultural and religious gatherings,Y,Public Library Terminal
SR-0007948,2026-05-12 03:42:00,PR-00072,Health,N,Laptop
