change_id,change_date,citizen_id,reason_code,score_delta,recorded_by_officer_id
CH-0004779,2026-02-01,PR-02212,SC-010,6,OFC-245
CH-0004780,2026-01-19,PR-00629,TR-061,-42,OFC-247
CH-0004781,2026-05-25,PR-02628,EM-031,-22,OFC-135
CH-0004782,2026-01-09,PR-01354,SC-012,-16,OFC-235
CH-0004783,2026-02-12,PR-01413,CV-021,-48,OFC-120
CH-0004784,2026-04-15,PR-02129,EM-031,-19,OFC-104
CH-0004785,2026-03-05,PR-01390,TR-060,-2,OFC-153
CH-0004786,2026-01-11,PR-02153,TR-061,-44,OFC-213
CH-0004787,2026-06-22,PR-02487,SC-012,-13,OFC-250
CH-0004788,2026-06-01,PR-02662,CL-090,-15,OFC-133
CH-0004789,2026-04-20,PR-00155,SC-011,-38,OFC-222
CH-0004790,2026-05-20,PR-00107,FN-040,1,OFC-111
CH-0004791,2026-02-03,PR-02781,SR-102,4,OFC-124
CH-0004792,2026-02-19,PR-01451,FN-041,-7,OFC-236
CH-0004793,2026-03-20,PR-01714,EM-030,8,OFC-225
CH-0004794,2026-02-07,PR-02958,CL-090,-11,OFC-156
CH-0004795,2026-01-17,PR-01730,FN-040,1,OFC-202
CH-0004796,2026-03-31,PR-00162,HE-050,3,OFC-111
CH-0004797,2026-05-24,PR-02227,CL-090,-11,OFC-104
CH-0004798,2026-01-30,PR-00693,TR-062,7,OFC-199
CH-0004799,2026-03-02,PR-01030,PR-110,4,OFC-219
CH-0004800,2026-01-27,PR-00143,EM-030,7,OFC-149
CH-0004801,2026-03-06,PR-01737,EM-031,-17,OFC-220
CH-0004802,2026-03-27,PR-01338,SC-012,-15,OFC-151
CH-0004803,2026-02-19,PR-01684,FN-040,2,OFC-204
CH-0004804,2026-03-21,PR-02778,TR-061,-45,OFC-202
CH-0004805,2026-01-10,PR-01890,EM-030,13,OFC-171
CH-0004806,2026-06-05,PR-02901,TR-061,-42,OFC-129
CH-0004807,2026-03-11,PR-00945,SC-011,-43,OFC-211
CH-0004808,2026-05-02,PR-00899,NW-072,-11,OFC-115
CH-0004809,2026-06-22,PR-00041,NW-071,-25,OFC-202
CH-0004810,2026-05-11,PR-00160,TR-062,5,OFC-168
CH-0004811,2026-01-29,PR-02836,EM-031,-18,OFC-123
CH-0004812,2026-02-25,PR-00889,AP-080,33,OFC-180
CH-0004813,2026-03-18,PR-02867,CV-020,13,OFC-137
CH-0004814,2026-04-09,PR-00993,SR-100,-56,OFC-133
CH-0004815,2026-01-13,PR-02168,CV-002,-22,OFC-152
CH-0004816,2026-06-11,PR-01485,SR-102,9,OFC-148
CH-0004817,2026-01-13,PR-02788,NW-072,-9,OFC-214
CH-0004818,2026-04-19,PR-02263,AP-081,-6,OFC-187
CH-0004819,2026-05-23,PR-02144,TR-061,-43,OFC-147
CH-0004820,2026-01-22,PR-00266,TR-061,-43,OFC-126
CH-0004821,2026-02-17,PR-02846,TR-061,-44,OFC-107
CH-0004822,2026-04-19,PR-02564,NW-071,-19,OFC-202
CH-0004823,2026-06-11,PR-00942,CV-020,10,OFC-185
CH-0004824,2026-05-26,PR-00919,SC-012,-18,OFC-101
CH-0004825,2026-06-21,PR-00318,NW-071,-22,OFC-107
CH-0004826,2026-05-27,PR-00323,TR-060,0,OFC-139
CH-0004827,2026-04-28,PR-00799,CV-002,-23,OFC-121
CH-0004828,2026-04-25,PR-00198,CV-003,-58,OFC-108
CH-0004829,2026-02-26,PR-02609,CL-090,-9,OFC-163
CH-0004830,2026-04-01,PR-01651,NW-071,-24,OFC-107
CH-0004831,2026-02-28,PR-00054,TR-062,5,OFC-109
CH-0004832,2026-01-29,PR-00041,CV-020,14,OFC-127
CH-0004833,2026-05-09,PR-02284,PR-111,-29,OFC-166
CH-0004834,2026-04-03,PR-02724,CV-020,12,OFC-188
CH-0004835,2026-05-18,PR-02469,NW-071,-23,OFC-178
CH-0004836,2026-03-13,PR-00331,SR-100,-57,OFC-243
CH-0004837,2026-03-10,PR-00150,NW-070,14,OFC-220
CH-0004838,2026-06-04,PR-00231,HE-051,-21,OFC-114
CH-0004839,2026-04-27,PR-01351,SC-010,11,OFC-212
CH-0004840,2026-05-18,PR-00421,SC-010,10,OFC-233
CH-0004841,2026-05-16,PR-00651,SC-011,-43,OFC-249
CH-0004842,2026-04-13,PR-01471,SR-102,9,OFC-136
CH-0004843,2026-03-20,PR-01392,TR-060,-2,OFC-154
CH-0004844,2026-02-02,PR-00199,AP-080,32,OFC-138
CH-0004845,2026-03-14,PR-02039,NW-072,-12,OFC-178
CH-0004846,2026-05-22,PR-01959,HE-050,6,OFC-169
CH-0004847,2026-04-20,PR-01087,CL-091,18,OFC-113
CH-0004848,2026-06-07,PR-02216,CV-021,-51,OFC-113
CH-0004849,2026-03-05,PR-00042,CV-020,13,OFC-246
CH-0004850,2026-02-01,PR-01610,HE-051,-20,OFC-192
CH-0004851,2026-02-02,PR-01734,SC-012,-14,OFC-139
CH-0004852,2026-06-25,PR-00206,TR-061,-44,OFC-217
CH-0004853,2026-01-05,PR-00327,PR-111,-28,OFC-139
CH-0004854,2026-01-16,PR-01931,CV-020,12,OFC-222
CH-0004855,2026-04-24,PR-01237,CV-021,-50,OFC-179
CH-0004856,2026-03-03,PR-01592,EM-031,-22,OFC-165
CH-0004857,2026-04-24,PR-02645,HE-051,-15,OFC-100
CH-0004858,2026-03-18,PR-00454,AP-080,32,OFC-112
CH-0004859,2026-02-27,PR-01785,SC-013,-78,OFC-112
CH-0004860,2026-03-16,PR-02871,SC-011,-43,OFC-108
CH-0004861,2026-04-21,PR-02382,CL-090,-9,OFC-168
CH-0004862,2026-06-07,PR-00263,PR-110,5,OFC-167
CH-0004863,2026-03-21,PR-00881,PR-110,4,OFC-142
CH-0004864,2026-06-14,PR-02754,CV-003,-63,OFC-134
CH-0004865,2026-04-27,PR-00895,NW-071,-25,OFC-205
CH-0004866,2026-04-16,PR-00417,NW-072,-8,OFC-127
CH-0004867,2026-06-12,PR-00283,SR-101,-39,OFC-244
CH-0004868,2026-04-09,PR-01329,CV-003,-62,OFC-161
CH-0004869,2026-06-14,PR-02310,NW-070,17,OFC-204
CH-0004870,2026-01-15,PR-00829,SC-012,-12,OFC-184
CH-0004871,2026-01-19,PR-01964,SR-101,-40,OFC-147
CH-0004872,2026-01-28,PR-01130,AP-081,-5,OFC-167
CH-0004873,2026-06-16,PR-01248,AP-081,-3,OFC-231
CH-0004874,2026-03-29,PR-01882,TR-062,3,OFC-241
CH-0004875,2026-03-03,PR-00356,TR-061,-43,OFC-142
CH-0004876,2026-06-08,PR-00086,SR-102,6,OFC-139
CH-0004877,2026-03-28,PR-02132,HE-050,7,OFC-166
CH-0004878,2026-04-27,PR-02950,SC-012,-13,OFC-136
CH-0004879,2026-04-02,PR-01037,TR-061,-48,OFC-155
CH-0004880,2026-05-26,PR-01533,CV-001,6,OFC-129
CH-0004881,2026-03-18,PR-01626,SR-100,-57,OFC-137
CH-0004882,2026-02-05,PR-01186,TR-061,-43,OFC-188
CH-0004883,2026-06-27,PR-02805,CL-091,16,OFC-110
CH-0004884,2026-05-16,PR-01965,CV-001,6,OFC-133
CH-0004885,2026-01-04,PR-01404,SR-100,-56,OFC-238
CH-0004886,2026-06-15,PR-00597,SC-010,6,OFC-149
CH-0004887,2026-03-09,PR-00247,NW-072,-7,OFC-239
CH-0004888,2026-06-26,PR-02836,HE-050,6,OFC-243
CH-0004889,2026-01-12,PR-01730,EM-031,-17,OFC-165
CH-0004890,2026-04-15,PR-00568,TR-061,-45,OFC-239
CH-0004891,2026-06-28,PR-02644,NW-070,18,OFC-166
CH-0004892,2026-02-27,PR-01113,SC-013,-72,OFC-148
CH-0004893,2026-03-15,PR-02253,SC-010,8,OFC-101
CH-0004894,2026-04-15,PR-00253,SC-011,-40,OFC-156
CH-0004895,2026-03-18,PR-02500,SC-010,5,OFC-204
CH-0004896,2026-05-03,PR-01959,NW-072,-12,OFC-113
CH-0004897,2026-03-07,PR-01064,TR-061,-48,OFC-157
CH-0004898,2026-05-28,PR-00318,CL-091,17,OFC-195
CH-0004899,2026-04-15,PR-01301,CV-021,-49,OFC-137
CH-0004900,2026-05-28,PR-02441,TR-060,-3,OFC-151
CH-0004901,2026-04-16,PR-02965,NW-071,-25,OFC-214
CH-0004902,2026-04-08,PR-02666,SR-101,-38,OFC-162
CH-0004903,2026-01-14,PR-00821,CV-002,-24,OFC-127
CH-0004904,2026-03-08,PR-02371,CV-002,-23,OFC-223
CH-0004905,2026-04-01,PR-02774,SR-100,-56,OFC-114
CH-0004906,2026-05-30,PR-01889,SC-011,-39,OFC-240
CH-0004907,2026-02-21,PR-01781,SC-011,-37,OFC-119
CH-0004908,2026-02-14,PR-01398,SC-011,-42,OFC-162
CH-0004909,2026-01-23,PR-00769,EM-030,10,OFC-244
CH-0004910,2026-05-09,PR-02564,SR-102,9,OFC-138
CH-0004911,2026-03-20,PR-02129,SC-012,-16,OFC-133
CH-0004912,2026-04-17,PR-02967,EM-030,13,OFC-226
CH-0004913,2026-04-06,PR-02970,TR-061,-43,OFC-242
CH-0004914,2026-06-07,PR-02524,FN-041,-7,OFC-104
CH-0004915,2026-04-03,PR-02235,HE-051,-17,OFC-202
CH-0004916,2026-03-02,PR-02895,PR-111,-30,OFC-237
CH-0004917,2026-06-08,PR-01661,SC-013,-78,OFC-137
CH-0004918,2026-01-30,PR-02434,SC-010,9,OFC-184
CH-0004919,2026-01-15,PR-00142,CV-002,-26,OFC-210
CH-0004920,2026-03-09,PR-01039,CL-091,21,OFC-107
CH-0004921,2026-01-17,PR-01169,CV-021,-48,OFC-237
CH-0004922,2026-02-13,PR-02430,CV-021,-49,OFC-175
CH-0004923,2026-02-20,PR-02543,CV-021,-50,OFC-190
CH-0004924,2026-03-20,PR-00846,AP-081,-7,OFC-144
CH-0004925,2026-01-09,PR-00012,HE-050,6,OFC-104
CH-0004926,2026-03-17,PR-00188,FN-041,-8,OFC-178
CH-0004927,2026-05-09,PR-00053,CV-003,-62,OFC-184
CH-0004928,2026-01-31,PR-02163,NW-071,-25,OFC-223
CH-0004929,2026-05-28,PR-01953,SR-102,8,OFC-249
CH-0004930,2026-03-07,PR-00762,SC-012,-15,OFC-201
CH-0004931,2026-05-22,PR-02767,AP-081,-7,OFC-189
CH-0004932,2026-05-22,PR-02017,HE-051,-17,OFC-232
CH-0004933,2026-01-04,PR-00463,FN-040,5,OFC-180
CH-0004934,2026-01-15,PR-02142,HE-051,-15,OFC-225
CH-0004935,2026-06-08,PR-01880,SC-012,-14,OFC-249
CH-0004936,2026-04-07,PR-02652,CV-020,10,OFC-140
CH-0004937,2026-06-23,PR-00742,FN-041,-11,OFC-203
CH-0004938,2026-03-16,PR-02546,EM-030,12,OFC-102
CH-0004939,2026-03-17,PR-00781,AP-080,37,OFC-174
CH-0004940,2026-05-30,PR-02547,SC-013,-73,OFC-227
CH-0004941,2026-03-01,PR-01530,SR-101,-35,OFC-170
CH-0004942,2026-06-15,PR-01491,SC-011,-37,OFC-111
CH-0004943,2026-01-13,PR-00078,CV-021,-47,OFC-103
CH-0004944,2026-03-01,PR-00592,EM-030,8,OFC-145
CH-0004945,2026-02-04,PR-00292,CV-002,-23,OFC-139
CH-0004946,2026-05-25,PR-02232,AP-080,38,OFC-137
CH-0004947,2026-04-27,PR-02337,AP-081,-8,OFC-245
CH-0004948,2026-05-28,PR-02705,PR-110,4,OFC-169
CH-0004949,2026-02-07,PR-02335,CV-002,-24,OFC-180
CH-0004950,2026-03-29,PR-00771,NW-070,15,OFC-105
CH-0004951,2026-01-31,PR-02001,EM-030,8,OFC-202
CH-0004952,2026-05-14,PR-01548,HE-051,-18,OFC-172
CH-0004953,2026-03-10,PR-02565,CV-021,-52,OFC-127
CH-0004954,2026-03-24,PR-02503,NW-072,-11,OFC-119
CH-0004955,2026-04-13,PR-00393,TR-062,3,OFC-117
CH-0004956,2026-01-13,PR-02486,PR-110,3,OFC-192
CH-0004957,2026-03-03,PR-01341,NW-072,-13,OFC-174
CH-0004958,2026-05-15,PR-01177,CV-021,-48,OFC-241
CH-0004959,2026-01-19,PR-01517,EM-030,10,OFC-234
CH-0004960,2026-04-15,PR-01810,EM-031,-17,OFC-170
CH-0004961,2026-02-07,PR-00612,TR-061,-43,OFC-172
CH-0004962,2026-05-23,PR-00462,CV-003,-61,OFC-125
CH-0004963,2026-01-31,PR-00076,EM-030,8,OFC-180
CH-0004964,2026-04-23,PR-02607,TR-062,4,OFC-238
CH-0004965,2026-05-21,PR-02873,CV-002,-26,OFC-175
CH-0004966,2026-06-21,PR-01622,CV-020,11,OFC-127
CH-0004967,2026-02-28,PR-01696,AP-081,-4,OFC-231
CH-0004968,2026-03-14,PR-01379,CV-001,2,OFC-247
CH-0004969,2026-03-13,PR-02025,SR-102,6,OFC-146
CH-0004970,2026-06-15,PR-00301,AP-080,33,OFC-232
CH-0004971,2026-05-11,PR-01559,TR-062,2,OFC-172
CH-0004972,2026-02-04,PR-00939,CV-021,-49,OFC-171
CH-0004973,2026-01-14,PR-00834,CV-002,-27,OFC-244
CH-0004974,2026-04-01,PR-02931,TR-062,7,OFC-149
CH-0004975,2026-01-06,PR-01540,CL-090,-13,OFC-211
CH-0004976,2026-01-28,PR-00630,TR-061,-42,OFC-176
CH-0004977,2026-01-04,PR-02100,SR-101,-39,OFC-141
CH-0004978,2026-02-24,PR-00424,NW-071,-23,OFC-199
CH-0004979,2026-06-06,PR-01253,FN-041,-9,OFC-192
CH-0004980,2026-03-04,PR-02685,AP-080,36,OFC-161
CH-0004981,2026-01-09,PR-02054,SR-101,-40,OFC-238
CH-0004982,2026-05-18,PR-01420,EM-031,-19,OFC-154
CH-0004983,2026-02-26,PR-00506,SC-010,6,OFC-174
CH-0004984,2026-01-09,PR-00697,CL-090,-10,OFC-223
CH-0004985,2026-04-08,PR-00061,NW-071,-20,OFC-169
CH-0004986,2026-03-12,PR-00975,CV-021,-52,OFC-159
CH-0004987,2026-06-15,PR-01917,AP-081,-6,OFC-169
CH-0004988,2026-05-29,PR-00496,TR-061,-45,OFC-109
CH-0004989,2026-05-04,PR-00866,SR-100,-58,OFC-185
CH-0004990,2026-02-08,PR-02117,PR-110,0,OFC-240
CH-0004991,2026-05-01,PR-00837,TR-061,-42,OFC-127
CH-0004992,2026-06-03,PR-00828,FN-041,-5,OFC-205
CH-0004993,2026-06-14,PR-00821,FN-041,-11,OFC-247
CH-0004994,2026-05-23,PR-00099,PR-110,3,OFC-108
CH-0004995,2026-03-15,PR-01636,SC-013,-78,OFC-234
CH-0004996,2026-01-02,PR-00131,CV-002,-27,OFC-185
CH-0004997,2026-04-16,PR-02050,TR-060,-1,OFC-207
CH-0004998,2026-05-01,PR-01787,TR-060,-3,OFC-150
CH-0004999,2026-01-15,PR-02863,TR-061,-46,OFC-151
CH-0005000,2026-03-27,PR-01465,SC-011,-39,OFC-200
CH-0005001,2026-01-10,PR-00556,EM-030,10,OFC-223
CH-0005002,2026-03-07,PR-01713,FN-041,-5,OFC-177
CH-0005003,2026-05-14,PR-00796,CV-020,12,OFC-214
CH-0005004,2026-05-17,PR-01459,EM-030,13,OFC-174
CH-0005005,2026-01-18,PR-01847,NW-070,18,OFC-219
CH-0005006,2026-01-07,PR-02801,TR-060,-1,OFC-183
CH-0005007,2026-03-24,PR-02570,CL-091,15,OFC-219
CH-0005008,2026-03-28,PR-02040,PR-111,-29,OFC-143
CH-0005009,2026-02-10,PR-01751,NW-070,17,OFC-178
CH-0005010,2026-05-18,PR-02633,CV-021,-52,OFC-248
CH-0005011,2026-02-21,PR-00554,CL-091,17,OFC-125
CH-0005012,2026-05-16,PR-02309,AP-081,-8,OFC-180
CH-0005013,2026-05-25,PR-02342,SR-100,-52,OFC-240
CH-0005014,2026-04-29,PR-01232,CL-091,15,OFC-128
CH-0005015,2026-03-07,PR-00418,NW-070,17,OFC-183
CH-0005016,2026-03-16,PR-02774,PR-111,-25,OFC-174
CH-0005017,2026-01-28,PR-02196,SC-010,7,OFC-163
CH-0005018,2026-06-26,PR-02414,CV-002,-23,OFC-207
CH-0005019,2026-05-04,PR-01553,CV-002,-28,OFC-130
CH-0005020,2026-05-14,PR-00312,FN-040,5,OFC-136
CH-0005021,2026-04-15,PR-01913,SR-100,-53,OFC-205
CH-0005022,2026-04-07,PR-02064,EM-031,-19,OFC-165
CH-0005023,2026-05-28,PR-02671,HE-051,-18,OFC-187
CH-0005024,2026-04-17,PR-02390,EM-031,-18,OFC-145
CH-0005025,2026-06-21,PR-02940,AP-080,37,OFC-192
CH-0005026,2026-04-25,PR-02969,EM-031,-23,OFC-202
CH-0005027,2026-03-09,PR-01134,NW-072,-8,OFC-159
CH-0005028,2026-05-11,PR-02898,SC-012,-12,OFC-194
CH-0005029,2026-05-24,PR-00107,HE-050,5,OFC-139
CH-0005030,2026-03-30,PR-00914,CL-090,-9,OFC-113
CH-0005031,2026-03-23,PR-02382,EM-030,11,OFC-103
CH-0005032,2026-04-11,PR-02661,PR-111,-25,OFC-101
CH-0005033,2026-05-22,PR-00253,TR-062,7,OFC-183
CH-0005034,2026-03-12,PR-00786,SR-100,-54,OFC-157
CH-0005035,2026-05-15,PR-02639,CV-020,9,OFC-229
CH-0005036,2026-03-18,PR-01795,NW-072,-9,OFC-246
CH-0005037,2026-06-26,PR-02934,SC-012,-14,OFC-212
CH-0005038,2026-03-22,PR-02142,NW-071,-23,OFC-150
CH-0005039,2026-06-23,PR-02281,AP-081,-3,OFC-112
CH-0005040,2026-06-19,PR-02850,CL-090,-9,OFC-245
CH-0005041,2026-06-18,PR-02474,HE-050,3,OFC-132
CH-0005042,2026-05-30,PR-00275,NW-071,-20,OFC-229
CH-0005043,2026-01-17,PR-00456,NW-071,-19,OFC-127
CH-0005044,2026-05-18,PR-02084,SC-011,-43,OFC-247
CH-0005045,2026-05-14,PR-01560,NW-071,-21,OFC-138
CH-0005046,2026-06-27,PR-00358,NW-071,-25,OFC-181
CH-0005047,2026-02-27,PR-01635,CV-020,9,OFC-225
CH-0005048,2026-02-25,PR-01035,FN-041,-11,OFC-226
CH-0005049,2026-06-06,PR-00739,EM-031,-21,OFC-171
CH-0005050,2026-06-15,PR-02119,CL-090,-9,OFC-229
CH-0005051,2026-06-21,PR-00258,HE-050,8,OFC-239
CH-0005052,2026-03-04,PR-01964,CV-020,14,OFC-245
CH-0005053,2026-05-13,PR-01466,CV-020,14,OFC-207
CH-0005054,2026-02-14,PR-01426,SC-010,8,OFC-171
CH-0005055,2026-01-04,PR-02305,FN-040,0,OFC-231
CH-0005056,2026-01-24,PR-01613,SR-102,10,OFC-135
CH-0005057,2026-05-27,PR-01547,CL-090,-15,OFC-184
CH-0005058,2026-05-08,PR-00543,CV-020,10,OFC-122
CH-0005059,2026-06-18,PR-02287,CV-001,4,OFC-180
CH-0005060,2026-05-26,PR-01003,CV-003,-59,OFC-158
CH-0005061,2026-03-05,PR-01826,SR-102,5,OFC-163
CH-0005062,2026-06-24,PR-02516,FN-041,-5,OFC-150
CH-0005063,2026-02-10,PR-02748,PR-111,-26,OFC-105
CH-0005064,2026-04-06,PR-00544,NW-070,14,OFC-212
CH-0005065,2026-03-31,PR-01859,SC-011,-42,OFC-232
CH-0005066,2026-03-02,PR-00759,NW-070,17,OFC-234
CH-0005067,2026-03-01,PR-01483,AP-081,-3,OFC-249
CH-0005068,2026-03-26,PR-01602,SR-101,-37,OFC-150
CH-0005069,2026-02-13,PR-02907,SR-101,-37,OFC-213
CH-0005070,2026-02-10,PR-01996,CL-091,19,OFC-162
CH-0005071,2026-01-30,PR-00199,EM-030,9,OFC-194
CH-0005072,2026-04-11,PR-02013,AP-081,-8,OFC-105
CH-0005073,2026-05-01,PR-01393,TR-061,-46,OFC-207
CH-0005074,2026-06-20,PR-01671,HE-051,-21,OFC-224
CH-0005075,2026-01-07,PR-00826,EM-031,-22,OFC-151
CH-0005076,2026-03-15,PR-00329,HE-050,9,OFC-226
CH-0005077,2026-02-17,PR-00987,FN-040,6,OFC-167
CH-0005078,2026-04-05,PR-01821,NW-070,17,OFC-106
CH-0005079,2026-05-05,PR-00346,SC-013,-73,OFC-180
CH-0005080,2026-02-01,PR-02101,NW-070,18,OFC-209
CH-0005081,2026-01-01,PR-01222,NW-071,-19,OFC-140
CH-0005082,2026-06-10,PR-02388,SC-011,-42,OFC-121
CH-0005083,2026-03-16,PR-02543,HE-051,-18,OFC-209
CH-0005084,2026-04-16,PR-02805,TR-062,6,OFC-138
CH-0005085,2026-01-16,PR-01292,SC-011,-42,OFC-150
CH-0005086,2026-06-25,PR-02349,CL-091,20,OFC-112
CH-0005087,2026-03-05,PR-02655,NW-071,-23,OFC-100
CH-0005088,2026-01-11,PR-00553,CL-090,-15,OFC-211
CH-0005089,2026-02-10,PR-02642,FN-040,3,OFC-140
CH-0005090,2026-06-11,PR-02897,FN-041,-7,OFC-234
CH-0005091,2026-05-14,PR-02233,SR-101,-41,OFC-205
CH-0005092,2026-05-13,PR-00492,CV-003,-58,OFC-180
CH-0005093,2026-06-07,PR-02078,EM-030,13,OFC-191
CH-0005094,2026-04-27,PR-00264,TR-060,-1,OFC-111
CH-0005095,2026-03-07,PR-00118,TR-060,1,OFC-138
CH-0005096,2026-01-05,PR-01478,TR-062,5,OFC-228
CH-0005097,2026-05-16,PR-00063,CV-001,4,OFC-236
CH-0005098,2026-05-06,PR-02799,SC-010,8,OFC-134
CH-0005099,2026-01-09,PR-02160,CV-020,9,OFC-122
CH-0005100,2026-02-08,PR-01799,AP-080,33,OFC-131
CH-0005101,2026-05-07,PR-00556,NW-070,12,OFC-186
CH-0005102,2026-04-01,PR-01312,NW-071,-23,OFC-147
CH-0005103,2026-02-02,PR-00321,EM-030,11,OFC-193
CH-0005104,2026-04-21,PR-90000,TR-060,2,OFC-189
CH-0005105,2026-03-23,PR-01258,AP-080,35,OFC-100
CH-0005106,2026-03-20,PR-02499,TR-061,-48,OFC-227
CH-0005107,2026-05-08,PR-01026,HE-050,9,OFC-205
CH-0005108,2026-03-06,PR-02661,FN-040,0,OFC-176
CH-0005109,2026-06-08,PR-00609,CV-020,11,OFC-200
CH-0005110,2026-01-14,PR-02719,CL-090,-11,OFC-107
CH-0005111,2026-01-26,PR-00239,NW-071,-25,OFC-124
CH-0005112,2026-04-07,PR-00711,PR-110,0,OFC-210
CH-0005113,2026-01-10,PR-02470,HE-051,-18,OFC-136
CH-0005114,2026-02-14,PR-01451,SC-013,-72,OFC-119
CH-0005115,2026-01-25,PR-00804,EM-031,-21,OFC-242
CH-0005116,2026-06-28,PR-02108,CL-091,16,OFC-155
CH-0005117,2026-04-02,PR-02576,CL-091,19,OFC-104
CH-0005118,2026-05-16,PR-01956,CL-091,17,OFC-194
CH-0005119,2026-06-14,PR-01289,TR-060,3,OFC-202
CH-0005120,2026-01-28,PR-01568,TR-061,-46,OFC-155
CH-0005121,2026-04-06,PR-02382,CV-020,9,OFC-151
CH-0005122,2026-06-29,PR-02890,PR-111,-30,OFC-237
CH-0005123,2026-01-05,PR-02088,CV-001,5,OFC-201
CH-0005124,2026-04-28,PR-00622,SR-101,-37,OFC-176
CH-0005125,2026-06-02,PR-00166,AP-081,-6,OFC-216
CH-0005126,2026-02-17,PR-00146,CV-021,-51,OFC-192
CH-0005127,2026-02-06,PR-00927,CV-020,15,OFC-125
CH-0005128,2026-03-31,PR-02544,EM-031,-18,OFC-154
CH-0005129,2026-02-25,PR-01099,FN-041,-9,OFC-169
CH-0005130,2026-04-25,PR-01271,CV-003,-63,OFC-223
CH-0005131,2026-03-18,PR-00144,CV-002,-22,OFC-139
CH-0005132,2026-05-10,PR-00656,PR-110,0,OFC-204
CH-0005133,2026-06-08,PR-00819,SC-013,-74,OFC-131
CH-0005134,2026-01-28,PR-00140,SR-102,10,OFC-249
CH-0005135,2026-03-26,PR-00339,EM-030,13,OFC-109
CH-0005136,2026-02-27,PR-00142,CV-021,-48,OFC-142
CH-0005137,2026-02-09,PR-01343,CV-021,-51,OFC-211
CH-0005138,2026-03-24,PR-00950,SC-012,-17,OFC-215
CH-0005139,2026-02-16,PR-00913,TR-060,-1,OFC-112
CH-0005140,2026-04-06,PR-01344,EM-031,-20,OFC-100
CH-0005141,2026-01-26,PR-02683,CL-091,20,OFC-223
CH-0005142,2026-03-13,PR-01136,CL-091,15,OFC-107
CH-0005143,2026-06-06,PR-01947,HE-051,-18,OFC-250
CH-0005144,2026-02-23,PR-01504,SC-012,-17,OFC-174
CH-0005145,2026-04-30,PR-01349,EM-030,8,OFC-137
CH-0005146,2026-05-18,PR-02811,CV-003,-57,OFC-119
CH-0005147,2026-05-09,PR-01606,HE-050,4,OFC-198
CH-0005148,2026-05-23,PR-02372,SC-012,-16,OFC-117
CH-0005149,2026-03-11,PR-02047,NW-071,-19,OFC-145
CH-0005150,2026-02-08,PR-02363,SC-013,-78,OFC-192
CH-0005151,2026-06-25,PR-02216,EM-030,12,OFC-124
CH-0005152,2026-04-29,PR-02084,NW-070,12,OFC-218
CH-0005153,2026-06-20,PR-00993,TR-060,1,OFC-243
CH-0005154,2026-01-21,PR-01782,FN-040,1,OFC-145
CH-0005155,2026-03-27,PR-02588,FN-041,-8,OFC-221
CH-0005156,2026-03-21,PR-01438,CV-021,-48,OFC-241
CH-0005157,2026-06-25,PR-00047,TR-060,-2,OFC-150
CH-0005158,2026-05-31,PR-02601,FN-040,3,OFC-143
CH-0005159,2026-02-15,PR-01070,SR-102,6,OFC-138
CH-0005160,2026-03-01,PR-02642,SC-012,-18,OFC-115
CH-0005161,2026-06-19,PR-02879,EM-030,10,OFC-240
CH-0005162,2026-05-16,PR-02826,CV-020,10,OFC-213
CH-0005163,2026-04-13,PR-02284,HE-051,-15,OFC-138
CH-0005164,2026-05-21,PR-02562,SC-013,-72,OFC-120
CH-0005165,2026-06-27,PR-01872,NW-071,-21,OFC-107
CH-0005166,2026-03-23,PR-01813,EM-031,-21,OFC-232
CH-0005167,2026-05-02,PR-02620,AP-080,37,OFC-135
CH-0005168,2026-03-09,PR-02416,CV-002,-26,OFC-134
CH-0005169,2026-03-28,PR-01428,NW-070,15,OFC-222
CH-0005170,2026-04-03,PR-02121,AP-080,37,OFC-203
CH-0005171,2026-01-25,PR-00254,CV-021,-50,OFC-144
CH-0005172,2026-04-20,PR-02224,EM-030,12,OFC-130
CH-0005173,2026-01-07,PR-01477,SC-010,9,OFC-105
CH-0005174,2026-02-27,PR-02683,NW-070,12,OFC-172
CH-0005175,2026-06-13,PR-00657,CV-021,-50,OFC-208
CH-0005176,2026-06-25,PR-01635,NW-070,13,OFC-228
CH-0005177,2026-05-24,PR-00582,SC-012,-16,OFC-153
CH-0005178,2026-01-10,PR-01089,NW-071,-22,OFC-229
CH-0005179,2026-02-07,PR-01274,HE-050,6,OFC-227
CH-0005180,2026-02-22,PR-00339,HE-050,8,OFC-247
CH-0005181,2026-04-27,PR-00850,FN-041,-7,OFC-149
CH-0005182,2026-04-02,PR-02140,FN-040,1,OFC-120
CH-0005183,2026-04-26,PR-02214,CV-020,12,OFC-164
CH-0005184,2026-02-11,PR-00822,FN-040,4,OFC-207
CH-0005185,2026-01-19,PR-02912,SR-102,8,OFC-158
CH-0005186,2026-04-16,PR-01699,HE-051,-18,OFC-146
CH-0005187,2026-05-24,PR-01119,SR-100,-56,OFC-211
CH-0005188,2026-02-10,PR-00943,CV-020,10,OFC-133
CH-0005189,2026-04-09,PR-00414,SC-010,9,OFC-215
CH-0005190,2026-01-01,PR-01182,EM-031,-23,OFC-224
CH-0005191,2026-06-03,PR-02996,FN-041,-7,OFC-126
CH-0005192,2026-01-28,PR-02447,SC-011,-41,OFC-106
CH-0005193,2026-05-25,PR-00287,SC-010,7,OFC-101
